ablation,mean_observed,delta_id_switches,delta_mean_streak,delta_mean_displacement,ade,baseline_ade,delta_ade,predicted_points
reid_gap_fill,7.311111111111111,0,-1.25,-0.2738260382765816,18.073413777854338,18.22012306091101,-0.14670928305667275,172
